id,店名,地区,月〜木,金,土,日,電話番号,座席数,URL
773,宇都宮上戸祭店,栃木県宇都宮市,07:00-26:00,07:00-26:00,07:00-26:00,07:00-26:00,028-600-4403,54,http://www.starbucks.co.jp/store/search/detail.php?id=773
230,宇都宮パルコ店,栃木県宇都宮市,08:00-21:00,08:00-21:00,08:00-21:00,09:00-21:00,028-632-8301,39,http://www.starbucks.co.jp/store/search/detail.php?id=230
510,ＦＫＤ宇都宮インターパーク店,栃木県宇都宮市,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,028-657-6121,64,http://www.starbucks.co.jp/store/search/detail.php?id=510
688,獨協医科大学病院店,栃木県下都賀郡,07:00-22:00,07:00-22:00,07:00-22:00,08:00-20:00,0282-85-0310,34,http://www.starbucks.co.jp/store/search/detail.php?id=688
217,宇都宮福田屋店,栃木県宇都宮市,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,028-624-1381,54,http://www.starbucks.co.jp/store/search/detail.php?id=217
522,宇都宮パセオ店,栃木県宇都宮市,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,028-627-8401,60,http://www.starbucks.co.jp/store/search/detail.php?id=522
574,宇都宮イトーヨーカドー店,栃木県宇都宮市,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,028-613-0831,74,http://www.starbucks.co.jp/store/search/detail.php?id=574
755,おやまゆうえんハーヴェストウォーク店,栃木県小山市,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,0285-20-1707,50,http://www.starbucks.co.jp/store/search/detail.php?id=755
1053,ヴァル小山店,栃木県小山市,06:30-22:00,06:30-22:00,06:30-22:00,07:30-22:00,0285-20-5201,70,http://www.starbucks.co.jp/store/search/detail.php?id=1053
992,小山店,栃木県小山市,08:00-24:00,08:00-24:00,08:00-24:00,08:00-24:00,0285-31-0332,59,http://www.starbucks.co.jp/store/search/detail.php?id=992
491,イオンモール佐野新都市店,栃木県佐野市,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,0283-20-4128,44,http://www.starbucks.co.jp/store/search/detail.php?id=491
661,佐野プレミアム・アウトレット プレイグラウンド店,栃木県佐野市,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,0283-27-2161,0,http://www.starbucks.co.jp/store/search/detail.php?id=661
458,佐野プレミアム・アウトレット店,栃木県佐野市,09:30-20:30,09:30-20:30,09:30-20:30,09:30-20:30,0283-27-3033,84,http://www.starbucks.co.jp/store/search/detail.php?id=458
874,自治医科大学附属病院店,栃木県下野市,07:00-21:00,07:00-21:00,08:00-20:00,08:00-20:00,0285-40-0127,28,http://www.starbucks.co.jp/store/search/detail.php?id=874
833,高崎貝沢店,群馬県高崎市,07:00-24:00,07:00-24:00,07:00-24:00,07:00-24:00,027-370-0575,56,http://www.starbucks.co.jp/store/search/detail.php?id=833
1020,イーサイト高崎店,群馬県高崎市,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,027-310-1220,47,http://www.starbucks.co.jp/store/search/detail.php?id=1020
231,高崎駅ビル モントレー店,群馬県高崎市,07:00-22:00,07:00-22:30,08:00-22:30,07:00-22:00,027-326-4919,66,http://www.starbucks.co.jp/store/search/detail.php?id=231
710,イオンモール高崎店,群馬県高崎市,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,027-310-9051,42,http://www.starbucks.co.jp/store/search/detail.php?id=710
603,カインズホーム前橋吉岡店,群馬県北群馬郡,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,0279-30-6381,64,http://www.starbucks.co.jp/store/search/detail.php?id=603
749,けやきウォーク前橋店,群馬県前橋市,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,027-210-6685,48,http://www.starbucks.co.jp/store/search/detail.php?id=749
405,ベイシア西部モール店,群馬県伊勢崎市,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,0270-30-8155,64,http://www.starbucks.co.jp/store/search/detail.php?id=405
529,イオンモール太田店,群馬県太田市,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,0276-47-8636,52,http://www.starbucks.co.jp/store/search/detail.php?id=529
884,横川サービスエリア(上り線)店,群馬県安中市,07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00,027-380-4088,41,http://www.starbucks.co.jp/store/search/detail.php?id=884
1034,パワーモール前橋みなみ店,群馬県前橋市,08:00-24:00,08:00-24:00,08:00-24:00,08:00-24:00,027-290-3550,80,http://www.starbucks.co.jp/store/search/detail.php?id=1034
908,伊勢崎SMARK店,群馬県伊勢崎市,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,0270-40-0530,65,http://www.starbucks.co.jp/store/search/detail.php?id=908
797,浦和パルコ店,埼玉県さいたま市浦和区,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,048-611-8142,44,http://www.starbucks.co.jp/store/search/detail.php?id=797
154,さいたま新都心店,埼玉県さいたま市中央区,07:00-22:00,07:00-22:30,08:00-22:30,08:30-22:00,048-601-0057,80,http://www.starbucks.co.jp/store/search/detail.php?id=154
427,やすな大宮店,埼玉県さいたま市大宮区,07:00-22:30,07:00-23:00,07:00-23:00,07:00-22:00,048-658-5077,48,http://www.starbucks.co.jp/store/search/detail.php?id=427
261,ルミネ大宮店,埼玉県さいたま市大宮区,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,048-648-1107,74,http://www.starbucks.co.jp/store/search/detail.php?id=261
402,大宮西口店,埼玉県さいたま市大宮区,07:00-22:00,07:00-22:30,08:00-22:30,08:00-22:00,048-647-4882,51,http://www.starbucks.co.jp/store/search/detail.php?id=402
1104,丸井大宮店,埼玉県さいたま市大宮区,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,048-650-3531,63,http://www.starbucks.co.jp/store/search/detail.php?id=1104
557,大宮宮原ステラタウン店,埼玉県さいたま市北区,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,048-662-5538,78,http://www.starbucks.co.jp/store/search/detail.php?id=557
494,川口店,埼玉県川口市,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,048-240-0055,52,http://www.starbucks.co.jp/store/search/detail.php?id=494
872,ララガーデン川口店,埼玉県川口市,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,048-240-5277,75,http://www.starbucks.co.jp/store/search/detail.php?id=872
164,イオンモール川口前川店,埼玉県川口市,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,048-262-1044,94,http://www.starbucks.co.jp/store/search/detail.php?id=164
530,蕨 イトーヨーカドー錦町店,埼玉県蕨市,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,048-447-8148,58,http://www.starbucks.co.jp/store/search/detail.php?id=530
581,イオンモール北戸田店,埼玉県戸田市,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,048-449-0498,56,http://www.starbucks.co.jp/store/search/detail.php?id=581
821,浦和別所店,埼玉県さいたま市南区,07:00-24:00,07:00-24:00,07:00-24:00,07:00-24:00,048-872-8280,50,http://www.starbucks.co.jp/store/search/detail.php?id=821
251,武蔵浦和ＢＥＡＮＳ店,埼玉県さいたま市南区,07:00-22:00,07:00-22:30,07:00-22:30,07:00-22:30,048-865-3505,60,http://www.starbucks.co.jp/store/search/detail.php?id=251
352,北浦和駅前店,埼玉県さいたま市浦和区,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,048-825-3988,57,http://www.starbucks.co.jp/store/search/detail.php?id=352
668,イオンモール浦和美園店,埼玉県さいたま市緑区,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,048-812-6502,46,http://www.starbucks.co.jp/store/search/detail.php?id=668
588,イオンモール与野店,埼玉県さいたま市中央区,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,048-856-7113,72,http://www.starbucks.co.jp/store/search/detail.php?id=588
638,草加ヴァリエ店,埼玉県草加市,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,048-922-8030,48,http://www.starbucks.co.jp/store/search/detail.php?id=638
617,三郷イトーヨーカドー店,埼玉県三郷市,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,048-949-1830,52,http://www.starbucks.co.jp/store/search/detail.php?id=617
867,越谷イオンレイクタウン kaze店,埼玉県越谷市,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,048-934-3103,44,http://www.starbucks.co.jp/store/search/detail.php?id=867
866,越谷イオンレイクタウン mori 3階店,埼玉県越谷市,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,048-930-7466,27,http://www.starbucks.co.jp/store/search/detail.php?id=866
1026,越谷レイクタウン アウトレット店,埼玉県越谷市,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,048-940-1759,82,http://www.starbucks.co.jp/store/search/detail.php?id=1026
864,越谷イオンレイクタウン mori 1階店,埼玉県越谷市,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,048-930-7355,32,http://www.starbucks.co.jp/store/search/detail.php?id=864
865,越谷イオンレイクタウン mori ガーデンウォーク店,埼玉県越谷市,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,048-930-7368,42,http://www.starbucks.co.jp/store/search/detail.php?id=865
550,東武新越谷駅店,埼玉県越谷市,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,048-961-3005,39,http://www.starbucks.co.jp/store/search/detail.php?id=550
823,獨協医科大学越谷病院店,埼玉県越谷市,07:30-19:00,07:30-19:00,07:30-19:00,11:00-18:00,048-960-5051,29,http://www.starbucks.co.jp/store/search/detail.php?id=823
768,ララガーデン春日部店,埼玉県春日部市,09:30-21:00,09:30-21:00,09:30-21:00,09:30-21:00,048-731-6750,34,http://www.starbucks.co.jp/store/search/detail.php?id=768
1128,イオンモール春日部店,埼玉県春日部市,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,048-718-1025,50,http://www.starbucks.co.jp/store/search/detail.php?id=1128
682,東武久喜駅店,埼玉県久喜市,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,0480-29-1550,24,http://www.starbucks.co.jp/store/search/detail.php?id=682
1036,モラージュ菖蒲店,埼玉県久喜市,10:00-21:00,10:00-21:00,10:00-21:00,10:00-21:00,0480-87-1033,46,http://www.starbucks.co.jp/store/search/detail.php?id=1036
951,羽生パーキングエリア（下り線）店,埼玉県羽生市,07:00-22:00,07:00-22:00,06:30-22:00,06:30-22:00,048-566-3611,12,http://www.starbucks.co.jp/store/search/detail.php?id=951
790,イオンモール羽生店,埼玉県羽生市,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,048-560-0131,52,http://www.starbucks.co.jp/store/search/detail.php?id=790
712,蓮田サービスエリア（上り線）店,埼玉県蓮田市,06:30-21:00,06:30-21:00,06:30-21:00,06:30-21:00,048-765-7711,12,http://www.starbucks.co.jp/store/search/detail.php?id=712
281,西武本川越駅店,埼玉県川越市,07:00-22:00,07:00-22:30,07:00-22:30,07:00-22:00,049-225-8840,57,http://www.starbucks.co.jp/store/search/detail.php?id=281
720,カインズスーパーモールかわじま店,埼玉県比企郡,07:00-24:00,07:00-24:00,07:00-24:00,07:00-24:00,049-299-2601,57,http://www.starbucks.co.jp/store/search/detail.php?id=720
537,ルミネ川越店,埼玉県川越市,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,049-240-6205,88,http://www.starbucks.co.jp/store/search/detail.php?id=537
752,埼玉医科大学国際医療センター店,埼玉県日高市,08:00-21:00,08:00-21:00,08:00-20:00,10:00-20:00,042-984-0031,0,http://www.starbucks.co.jp/store/search/detail.php?id=752
667,カインズホーム鶴ヶ島店,埼玉県鶴ヶ島市,07:00-24:00,07:00-24:00,07:00-24:00,07:00-24:00,049-272-5261,33,http://www.starbucks.co.jp/store/search/detail.php?id=667
310,川越クレアモール店,埼玉県川越市,09:00-21:00,09:00-21:00,09:00-21:00,09:00-21:00,049-226-5507,106,http://www.starbucks.co.jp/store/search/detail.php?id=310
471,朝霞駅前店,埼玉県朝霞市,07:00-22:00,07:00-22:30,08:00-22:30,08:00-22:00,048-460-1960,59,http://www.starbucks.co.jp/store/search/detail.php?id=471
162,志木駅前店,埼玉県新座市,07:00-22:00,07:00-22:00,08:00-22:00,08:00-22:00,048-476-0551,54,http://www.starbucks.co.jp/store/search/detail.php?id=162
799,三芳パーキングエリア(下り線）店,埼玉県入間郡,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,049-274-5481,16,http://www.starbucks.co.jp/store/search/detail.php?id=799
953,ピオニウォーク東松山店,埼玉県東松山市,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,0493-31-0105,40,http://www.starbucks.co.jp/store/search/detail.php?id=953
687,なめがわ森林モール店,埼玉県比企郡,07:00-24:00,07:00-24:00,07:00-24:00,07:00-24:00,0493-57-1151,80,http://www.starbucks.co.jp/store/search/detail.php?id=687
971,ふじみ野店,埼玉県ふじみ野市,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,049-256-5502,56,http://www.starbucks.co.jp/store/search/detail.php?id=971
240,飯能ＰｅＰｅ店,埼玉県飯能市,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,042-974-6866,57,http://www.starbucks.co.jp/store/search/detail.php?id=240
501,イオン入間店,埼玉県入間市,09:00-24:00,09:00-24:00,09:00-24:00,09:00-24:00,042-901-4556,55,http://www.starbucks.co.jp/store/search/detail.php?id=501
