id,name,region,weekday,friday,saturday,sunday,tel,seats,lan
616,天満橋京阪シティモール店,大阪府大阪市中央区,07:00～22:30,07:00～22:30,08:00～22:00,08:00～22:00,06-6920-5975,62,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
467,ＯＢＰ松下ＩＭＰビル店,大阪府大阪市中央区,07:30～23:00,07:30～23:00,08:00～23:00,08:00～23:00,06-6966-9157,65,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
828,淀屋橋odona店,大阪府大阪市中央区,07:00～23:00,07:00～23:00,08:00～22:00,08:00～22:00,06-4706-6277,64,STARBUCKS/ docomo/ FLET'S（西）/ au/ Wi2300
92,堺筋本町店,大阪府大阪市中央区,07:00～22:00,07:00～22:00,08:00～21:00,08:00～21:00,06-6263-2733,72,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
88,御堂筋本町東芝ビル店,大阪府大阪市中央区,06:30～23:00,06:30～23:00,07:00～23:00,07:00～23:00,06-4704-2124,111,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
2005,TSUTAYA EBISUBASHI店,大阪府大阪市中央区,08:00～28:00,08:00～28:00,08:00～28:00,08:00～28:00,06-6214-5130,244,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
329,なんば南海通店,大阪府大阪市中央区,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,06-6643-7570,53,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
278,なんば 御堂筋グランドビル店,大阪府大阪市中央区,07:30～22:30,07:30～22:30,08:00～22:30,08:00～22:30,06-6212-4550,64,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
1018,なんばCITY店,大阪府大阪市中央区,10:00～22:00,10:00～22:00,09:00～22:00,09:00～22:00,06-6644-2909,69,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
889,クリスタ長堀店,大阪府大阪市中央区,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,06-6282-2160,55,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
1064,心斎橋BIG STEP店,大阪府大阪市中央区,08:00～23:00,08:00～23:00,08:00～23:00,08:00～23:00,06-4963-8166,80,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
1075,天王寺ミオ店,大阪府大阪市天王寺区,11:00～21:00,11:00～21:00,11:00～21:00,11:00～21:00,06-6776-7036,50,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
613,あべのHoop店,大阪府大阪市阿倍野区,07:00～23:00,07:00～23:00,07:00～23:00,07:00～23:00,06-6622-1747,88,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
1093,あべのsolaha店,大阪府大阪市阿倍野区,10:00～21:00,10:00～21:00,10:00～21:00,10:00～21:00,06-6628-5123,48,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
575,関西国際空港エアサイド店,大阪府泉佐野市,08:00～21:30,08:00～21:30,08:00～21:30,08:00～21:30,072-456-8691,14,
674,関西国際空港2階到着ロビー店,大阪府泉南郡,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,072-456-8696,0,
670,関西国際空港4階ノースゲート店,大阪府泉南郡,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,072-456-8795,40,
677,関西国際空港1階サウスゲート店,大阪府泉南郡,06:30～22:30,06:30～22:30,06:30～22:30,06:30～22:30,072-456-8797,29,
106,肥後橋南店,大阪府大阪市西区,06:30～22:00,06:30～22:00,08:00～22:00,08:00～20:00,06-6449-6377,101,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
473,西本町店,大阪府大阪市西区,07:30～22:00,07:30～22:00,08:00～21:00,08:00～21:00,06-4390-3361,47,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
248,四ツ橋店,大阪府大阪市西区,07:00～22:30,07:00～22:30,08:00～22:30,08:00～22:30,06-6532-6567,96,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
332,ホテル京阪　ユニバーサル・タワー店,大阪府大阪市此花区,07:00～22:00,07:00～22:00,07:00～22:00,07:00～22:00,06-6468-8784,81,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
718,なんばパークス店,大阪府大阪市浪速区,09:00～22:00,09:00～22:30,09:00～22:30,09:00～22:30,06-6636-8152,53,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
472,蛍池ルシオーレ店,大阪府豊中市,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,06-6840-8161,54,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
73,大阪空港店,大阪府豊中市,06:00～20:00,06:00～20:00,06:00～20:00,06:00～20:00,06-6857-0266,56,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
1068,豊中ロマンチック街道店,大阪府豊中市,07:00～24:00,07:00～24:00,07:00～24:00,07:00～24:00,06-6842-2930,74,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
1067,豊中緑地公園店,大阪府豊中市,07:00～26:00,07:00～26:00,07:00～26:00,07:00～26:00,06-6310-7668,63,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
904,箕面小野原店,大阪府箕面市,08:00～24:00,08:00～24:00,08:00～24:00,08:00～24:00,072-749-5010,64,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
503,みのおキューズモール店,大阪府箕面市,10:00～22:00,10:00～22:00,09:00～22:00,09:00～22:00,072-749-6745,83,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
376,阪急池田駅店,大阪府池田市,07:00～22:00,07:00～22:00,08:00～22:00,08:00～22:00,072-753-3720,67,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
646,江坂オッツ店,大阪府吹田市,07:30～23:00,07:30～23:00,08:00～23:00,08:00～22:00,06-6821-8411,43,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
1094,吹田山田店,大阪府吹田市,08:00～24:00,08:00～24:00,08:00～24:00,08:00～24:00,06-6816-8130,53,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
748,大阪大学医学部附属病院店,大阪府吹田市,07:00～20:00,07:00～20:00,10:00～18:00,10:00～18:00,06-4864-8071,44,
499,イオン北千里店,大阪府吹田市,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,06-6155-1362,52,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
207,イオン茨木店,大阪府茨木市,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,072-625-1197,66,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
1047,茨木真砂店,大阪府茨木市,08:00～24:00,08:00～24:00,08:00～24:00,08:00～24:00,072-652-3330,54,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
379,ＪＲ高槻駅南店,大阪府高槻市,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,0726-83-6153,60,STARBUCKS/ SoftBank/ au/ Wi2300
542,ＪＲ高槻駅北店,大阪府高槻市,08:00～22:00,08:00～22:00,08:00～22:00,08:00～22:00,072-684-8477,62,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
711,イオンモール大日店,大阪府守口市,08:00～23:00,08:00～23:00,08:00～23:00,08:00～23:00,06-4252-3521,54,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
2025,TSUTAYA 香里園店,大阪府寝屋川市,08:00～25:00,08:00～25:00,08:00～25:00,08:00～25:00,072-837-3355,82,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
1028,ビバモール寝屋川店,大阪府寝屋川市,09:30～22:00,09:30～22:00,09:30～22:00,09:30～22:00,072-825-7158,44,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
807,枚方市駅北口店,大阪府枚方市,07:00～22:30,07:00～22:30,07:00～22:30,07:00～22:30,072-804-3055,67,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
2004,TSUTAYA 枚方駅前本店,大阪府枚方市,07:00～24:00,07:00～25:00,07:00～25:00,07:00～24:00,072-861-6655,43,STARBUCKS/ docomo/ FLET'S（西）/ au/ Wi2300
293,東香里ＴＳＵＴＡＹＡ店,大阪府枚方市,10:00～22:00,10:00～22:30,10:00～22:30,10:00～22:00,072-852-9511,72,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
609,くずはモール店,大阪府枚方市,08:00～23:00,08:00～23:00,08:00～23:00,08:00～23:00,072-836-3165,86,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
528,イオン東大阪店,大阪府東大阪市,09:00～22:00,09:00～22:00,09:00～22:00,09:00～22:00,06-6748-4010,88,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
566,近鉄東大阪店,大阪府東大阪市,07:00～22:00,07:00～22:00,08:00～22:00,08:00～22:00,06-6783-8061,62,docomo/ FLET'S（西）/ SoftBank
727,アリオ八尾店,大阪府八尾市,10:00～21:00,10:00～21:00,10:00～21:00,10:00～21:00,072-997-2571,34,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
582,イオンモールりんくう泉南店,大阪府泉南市,10:00～22:00,10:00～22:00,10:00～22:00,10:00～22:00,072-480-6626,50,STARBUCKS/ docomo/ FLET'S（西）/ au/ Wi2300
578,イオンモール堺北花田店,大阪府堺市北区,10:00～22:00,10:00～22:00,10:00～22:00,10:00～22:00,072-246-5044,118,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
845,アリオ鳳店,大阪府堺市西区,10:00～22:00,10:00～22:00,10:00～22:00,10:00～22:00,072-273-3871,33,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
84,岸和田カンカン ベイサイドモール店,大阪府岸和田市,10:00～22:00,10:00～22:00,10:00～22:00,10:00～22:00,072-432-9050,54,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
187,りんくうプレミアム・アウトレット店,大阪府泉佐野市,09:30～20:00,09:30～20:00,09:30～20:00,09:30～20:00,072-463-7524,100,STARBUCKS/ docomo/ FLET'S（西）/ SoftBank/ au/ Wi2300
