id,店名,地区,月〜木,金,土,日,電話番号,座席数,URL
98,淡路町駅前店,東京都千代田区,07:00-22:00,07:00-22:00,07:00-22:00,08:00-21:00,03-5294-7850,34,http://www.starbucks.co.jp/store/search/detail.php?id=98
448,飯田橋アイガーデンテラス店,東京都千代田区,07:00-21:00,07:00-21:00,07:00-19:00,07:00-19:00,03-3239-8222,55,http://www.starbucks.co.jp/store/search/detail.php?id=448
657,北の丸スクエア店,東京都千代田区,07:00-22:00,07:00-22:00,08:00-22:00,08:00-22:00,03-3221-5431,36,http://www.starbucks.co.jp/store/search/detail.php?id=657
111,九段下店,東京都千代田区,06:30-22:00,06:30-22:00,08:00-22:00,08:00-22:00,03-5275-1158,64,http://www.starbucks.co.jp/store/search/detail.php?id=111
121,市ヶ谷駅前店,東京都千代田区,07:00-22:00,07:00-22:00,07:00-22:00,08:00-21:00,03-3261-1881,44,http://www.starbucks.co.jp/store/search/detail.php?id=121
33,麹町店,東京都千代田区,07:00-21:00,07:00-21:00,08:00-20:00,08:00-19:00,03-5226-3223,35,http://www.starbucks.co.jp/store/search/detail.php?id=33
17,人形町店,東京都中央区,07:00-22:00,07:00-22:00,07:00-21:00,07:00-21:00,03-3669-2024,75,http://www.starbucks.co.jp/store/search/detail.php?id=17
55,日本橋スルガビル店,東京都中央区,06:30-22:00,06:30-22:00,06:30-22:00,08:00-21:00,03-5200-2616,42,http://www.starbucks.co.jp/store/search/detail.php?id=55
53,日本橋本町店,東京都中央区,07:00-21:00,07:00-21:00,08:00-18:00,11:00-18:00,03-5200-1008,42,http://www.starbucks.co.jp/store/search/detail.php?id=53
357,茅場町店,東京都中央区,06:30-22:00,06:30-22:00,07:00-20:00,09:00-20:00,03-3660-1615,65,http://www.starbucks.co.jp/store/search/detail.php?id=357
326,日本橋メトロピア店,東京都中央区,06:30-22:00,06:30-22:00,08:00-22:00,08:00-22:00,03-3231-8385,9,http://www.starbucks.co.jp/store/search/detail.php?id=326
99,八重洲さくら通り店,東京都中央区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-5203-1880,43,http://www.starbucks.co.jp/store/search/detail.php?id=99
3,八重洲地下街店,東京都中央区,06:30-22:00,06:30-22:00,06:30-22:00,06:30-22:00,03-3243-0421,54,http://www.starbucks.co.jp/store/search/detail.php?id=3
107,八重洲アーバンスクエア店,東京都中央区,07:00-20:00,07:00-20:00,09:00-20:00,10:00-19:00,03-3278-1012,28,http://www.starbucks.co.jp/store/search/detail.php?id=107
128,京橋駅前店,東京都中央区,07:00-22:00,07:00-22:00,07:00-22:00,09:00-21:00,03-5202-8656,51,http://www.starbucks.co.jp/store/search/detail.php?id=128
61,築地駅前店,東京都中央区,06:30-22:00,06:30-22:00,07:00-20:00,08:00-20:00,03-3545-2058,23,http://www.starbucks.co.jp/store/search/detail.php?id=61
276,晴海 トリトンスクエア店,東京都中央区,07:00-20:00,07:00-20:00,09:00-17:00,"",03-5548-4478,14,http://www.starbucks.co.jp/store/search/detail.php?id=276
902,銀座ファイブ店,東京都中央区,07:00-22:30,07:00-22:30,07:00-22:30,10:00-22:00,03-6252-5995,38,http://www.starbucks.co.jp/store/search/detail.php?id=902
197,銀座マロニエ通り店,東京都中央区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-3567-5713,164,http://www.starbucks.co.jp/store/search/detail.php?id=197
520,東銀座店,東京都中央区,07:00-21:00,07:00-21:00,08:00-20:00,08:00-20:00,03-3544-6240,64,http://www.starbucks.co.jp/store/search/detail.php?id=520
1,銀座松屋通り店,東京都中央区,07:00-22:30,07:00-23:00,07:00-23:00,07:00-22:30,03-5250-2751,60,http://www.starbucks.co.jp/store/search/detail.php?id=1
59,銀座みゆき通り店,東京都中央区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-5568-6110,83,http://www.starbucks.co.jp/store/search/detail.php?id=59
60,銀座コリドー通り店,東京都中央区,07:00-22:30,07:00-22:30,08:00-22:30,08:00-22:00,03-3575-0938,50,http://www.starbucks.co.jp/store/search/detail.php?id=60
759,聖路加国際病院店,東京都中央区,07:00-21:00,07:00-21:00,09:00-18:00,09:00-18:00,03-5148-5015,0,http://www.starbucks.co.jp/store/search/detail.php?id=759
90,虎ノ門２丁目タワー店,東京都港区,07:00-20:30,07:00-20:30,"","",03-3592-5021,67,http://www.starbucks.co.jp/store/search/detail.php?id=90
2022,TSUTAYA 神谷町駅前店,東京都港区,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,03-3431-9001,39,http://www.starbucks.co.jp/store/search/detail.php?id=2022
65,虎ノ門駅前店,東京都港区,06:30-22:00,06:30-22:00,08:00-19:00,08:00-19:00,03-5512-1102,64,http://www.starbucks.co.jp/store/search/detail.php?id=65
43,虎ノ門１丁目店,東京都港区,06:45-21:00,06:45-21:00,10:00-17:00,"",03-5510-0885,38,http://www.starbucks.co.jp/store/search/detail.php?id=43
108,新橋駅前店,東京都港区,06:30-22:00,06:30-22:30,07:00-22:30,08:00-21:00,03-3573-6815,59,http://www.starbucks.co.jp/store/search/detail.php?id=108
780,芝大門店,東京都港区,06:30-21:00,06:30-21:00,07:00-20:00,07:00-20:00,03-6430-7950,38,http://www.starbucks.co.jp/store/search/detail.php?id=780
361,ゆりかもめ新橋駅店,東京都港区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-3574-8860,17,http://www.starbucks.co.jp/store/search/detail.php?id=361
82,浜松町東芝ビル店,東京都港区,06:30-20:00,06:30-20:00,"","",03-3457-5782,45,http://www.starbucks.co.jp/store/search/detail.php?id=82
83,城山ガーデン店,東京都港区,07:00-20:30,07:00-20:30,09:00-19:00,"",03-3431-7590,68,http://www.starbucks.co.jp/store/search/detail.php?id=83
249,愛宕グリーンヒルズ店,東京都港区,07:00-21:00,07:00-21:00,08:00-19:00,09:00-19:00,03-3435-1755,48,http://www.starbucks.co.jp/store/search/detail.php?id=249
772,カレッタ汐留店,東京都港区,07:00-22:00,07:00-22:00,09:00-21:00,09:00-21:00,03-5537-2471,25,http://www.starbucks.co.jp/store/search/detail.php?id=772
439,汐留シティセンター店,東京都港区,07:00-22:00,07:00-22:00,10:00-19:00,10:00-18:00,03-5537-2780,35,http://www.starbucks.co.jp/store/search/detail.php?id=439
593,ぺディ汐留店,東京都港区,07:00-22:00,07:00-22:00,08:00-20:00,08:00-20:00,03-6274-5021,44,http://www.starbucks.co.jp/store/search/detail.php?id=593
705,慈恵大学病院店,東京都港区,07:00-18:00,07:00-18:00,07:00-18:00,"",03-5777-1672,12,http://www.starbucks.co.jp/store/search/detail.php?id=705
134,六本木７丁目店,東京都港区,07:00-22:30,07:00-22:30,08:00-22:30,09:00-22:00,03-3475-3312,58,http://www.starbucks.co.jp/store/search/detail.php?id=134
2002,TSUTAYA TOKYO ROPPONGI店,東京都港区,07:00-28:00,07:00-28:00,07:00-28:00,07:00-28:00,03-5411-2667,78,http://www.starbucks.co.jp/store/search/detail.php?id=2002
437,六本木ヒルズ メトロハット/ハリウッドプラザ店,東京都港区,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,03-3403-7716,52,http://www.starbucks.co.jp/store/search/detail.php?id=437
27,麻布十番店,東京都港区,06:30-22:00,06:30-22:30,07:00-22:30,07:00-22:00,03-5575-0917,67,http://www.starbucks.co.jp/store/search/detail.php?id=27
848,六本木ヒルズ ウエストウォーク ラウンジ店,東京都港区,07:00-21:00,07:00-21:00,09:00-21:00,09:00-20:00,03-5771-1117,27,http://www.starbucks.co.jp/store/search/detail.php?id=848
142,赤坂見附店,東京都港区,07:00-22:00,07:00-22:00,07:00-20:00,08:00-19:00,03-5570-1305,71,http://www.starbucks.co.jp/store/search/detail.php?id=142
202,赤坂溜池タワー店,東京都港区,07:00-19:00,07:00-19:00,"","",03-3505-6810,51,http://www.starbucks.co.jp/store/search/detail.php?id=202
277,フォーシーズ溜池山王ビル店,東京都港区,07:00-22:00,07:00-22:00,08:00-20:00,08:00-19:00,03-5570-3010,55,http://www.starbucks.co.jp/store/search/detail.php?id=277
944,国際新赤坂ビル店,東京都港区,07:00-22:00,07:00-22:00,08:00-20:00,09:00-20:00,03-5549-2158,31,http://www.starbucks.co.jp/store/search/detail.php?id=944
660,東京ミッドタウン コンプレックス スタジオ店,東京都港区,07:00-23:00,07:00-24:00,07:00-24:00,07:00-23:00,03-5413-3518,91,http://www.starbucks.co.jp/store/search/detail.php?id=660
40,アクセス表参道店,東京都港区,07:00-22:30,07:00-22:30,08:00-22:30,08:00-22:00,03-5466-2510,35,http://www.starbucks.co.jp/store/search/detail.php?id=40
1035,青山一丁目店,東京都港区,07:00-21:00,07:00-21:00,07:00-21:00,07:30-20:00,03-5413-3640,78,http://www.starbucks.co.jp/store/search/detail.php?id=1035
80,青山外苑西通り店,東京都港区,07:00-22:00,07:00-22:00,08:00-22:00,08:00-21:00,03-5412-3918,52,http://www.starbucks.co.jp/store/search/detail.php?id=80
410,南青山骨董通り店,東京都港区,07:00-22:00,07:00-22:00,08:00-22:00,08:00-21:00,03-5766-1405,48,http://www.starbucks.co.jp/store/search/detail.php?id=410
47,青山骨董通り店,東京都港区,07:00-22:30,07:00-22:30,08:00-22:30,08:00-22:00,03-5468-1608,18,http://www.starbucks.co.jp/store/search/detail.php?id=47
15,南青山２丁目店,東京都港区,07:00-22:00,07:00-22:00,08:00-22:00,08:00-21:00,03-5410-3363,27,http://www.starbucks.co.jp/store/search/detail.php?id=15
6,アークヒルズ店,東京都港区,07:00-20:30,07:00-20:30,08:00-19:00,09:00-19:00,03-3224-3495,62,http://www.starbucks.co.jp/store/search/detail.php?id=6
777,赤坂Bizタワー店,東京都港区,07:00-21:00,07:00-21:00,07:00-21:00,07:00-21:00,03-5574-8560,51,http://www.starbucks.co.jp/store/search/detail.php?id=777
862,赤坂サカス店,東京都港区,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,03-5114-6165,15,http://www.starbucks.co.jp/store/search/detail.php?id=862
205,田町駅西口店,東京都港区,06:30-21:00,06:30-21:00,08:00-20:00,09:00-20:00,03-3452-8840,62,http://www.starbucks.co.jp/store/search/detail.php?id=205
632,白金高輪店,東京都港区,07:00-22:00,07:00-22:00,08:00-21:00,08:00-21:00,03-5789-3124,36,http://www.starbucks.co.jp/store/search/detail.php?id=632
2029,ＪＲ東海 品川駅ラチ内店,東京都港区,06:00-21:30,06:00-21:30,06:00-21:00,06:00-21:00,03-6717-6538,6,http://www.starbucks.co.jp/store/search/detail.php?id=2029
514,ＪＲ東海 品川駅店,東京都港区,06:30-22:00,06:30-22:00,07:00-22:00,07:00-22:00,03-6717-6548,105,http://www.starbucks.co.jp/store/search/detail.php?id=514
25,品川インターシティ店,東京都港区,07:30-21:00,07:30-21:00,08:00-20:00,08:00-20:00,03-5462-8771,36,http://www.starbucks.co.jp/store/search/detail.php?id=25
301,御徒町春日通り店,東京都台東区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-5818-2277,93,http://www.starbucks.co.jp/store/search/detail.php?id=301
338,アトレ上野店,東京都台東区,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,03-5826-5855,101,http://www.starbucks.co.jp/store/search/detail.php?id=338
232,上野マルイ店,東京都台東区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-3837-7470,64,http://www.starbucks.co.jp/store/search/detail.php?id=232
1087,上野恩賜公園店,東京都台東区,08:00-21:00,08:00-21:00,08:00-21:00,08:00-21:00,03-5834-1630,141,http://www.starbucks.co.jp/store/search/detail.php?id=1087
299,浅草駅前店,東京都台東区,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,03-5828-1318,60,http://www.starbucks.co.jp/store/search/detail.php?id=299
203,浅草雷門通り店,東京都台東区,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,03-5828-8091,73,http://www.starbucks.co.jp/store/search/detail.php?id=203
474,東京ドームシティ ラクーア店,東京都文京区,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,03-3868-8061,54,http://www.starbucks.co.jp/store/search/detail.php?id=474
152,水道橋後楽森ビル店,東京都文京区,07:00-21:00,07:00-21:00,08:00-20:00,08:00-20:00,03-5802-3901,56,http://www.starbucks.co.jp/store/search/detail.php?id=152
770,東京ドームシティ ミーツポート店,東京都文京区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-5840-9275,29,http://www.starbucks.co.jp/store/search/detail.php?id=770
26,本郷東大前店,東京都文京区,07:00-22:00,07:00-22:00,07:00-22:00,08:00-21:00,03-3818-1102,78,http://www.starbucks.co.jp/store/search/detail.php?id=26
600,順天堂大学病院店,東京都文京区,07:00-21:00,07:00-21:00,07:00-21:00,10:00-19:00,03-5842-6325,34,http://www.starbucks.co.jp/store/search/detail.php?id=600
689,東京大学工学部店,東京都文京区,08:00-20:00,08:00-20:00,09:00-20:00,09:00-20:00,03-5842-5716,12,http://www.starbucks.co.jp/store/search/detail.php?id=689
191,王子駅前店,東京都北区,07:00-22:00,07:00-22:00,08:00-22:00,08:00-22:00,03-3911-7891,47,http://www.starbucks.co.jp/store/search/detail.php?id=191
851,アトレヴィ田端店,東京都北区,07:00-22:00,07:00-22:00,08:00-21:00,08:00-21:00,03-5832-6107,36,http://www.starbucks.co.jp/store/search/detail.php?id=851
118,赤羽駅前店,東京都北区,07:00-22:30,07:00-22:30,08:00-22:30,08:00-22:30,03-3598-0121,44,http://www.starbucks.co.jp/store/search/detail.php?id=118
850,ルミネ北千住店,東京都足立区,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,03-5284-1416,56,http://www.starbucks.co.jp/store/search/detail.php?id=850
562,東武北千住駅店,東京都足立区,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,03-5813-5051,72,http://www.starbucks.co.jp/store/search/detail.php?id=562
454,竹ノ塚 Ｔ ＢＯＸ店,東京都足立区,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,03-5851-5261,40,http://www.starbucks.co.jp/store/search/detail.php?id=454
264,金町駅南口店,東京都葛飾区,07:00-22:00,07:00-22:00,07:00-22:00,08:00-22:00,03-3826-2323,73,http://www.starbucks.co.jp/store/search/detail.php?id=264
656,アリオ亀有店,東京都葛飾区,09:30-23:00,09:30-23:00,09:30-23:00,09:30-23:00,03-3601-2209,58,http://www.starbucks.co.jp/store/search/detail.php?id=656
987,錦糸町テルミナ2店,東京都墨田区,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,03-5619-1601,95,http://www.starbucks.co.jp/store/search/detail.php?id=987
347,錦糸町 丸井店,東京都墨田区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-3631-4701,73,http://www.starbucks.co.jp/store/search/detail.php?id=347
1040,東京スカイツリー・ソラマチ西1階店,東京都墨田区,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,03-5610-3014,34,http://www.starbucks.co.jp/store/search/detail.php?id=1040
1038,東京スカイツリー・ソラマチ東6階店,東京都墨田区,10:00-23:00,10:00-23:00,10:00-23:00,10:00-23:00,03-5610-2874,113,http://www.starbucks.co.jp/store/search/detail.php?id=1038
179,木場イトーヨーカドー店,東京都江東区,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,03-5606-2791,118,http://www.starbucks.co.jp/store/search/detail.php?id=179
1070,ダイバーシティ東京 プラザ店,東京都江東区,09:00-22:00,09:00-22:00,09:00-22:00,09:00-22:00,03-3527-8175,46,http://www.starbucks.co.jp/store/search/detail.php?id=1070
350,ヴィーナスフォート ファミリー店,東京都江東区,09:30-21:00,09:30-21:00,09:30-22:00,09:30-22:00,03-5500-5090,65,http://www.starbucks.co.jp/store/search/detail.php?id=350
1016,ヴィーナスフォート グランド店,東京都江東区,11:00-21:00,11:00-21:00,11:00-22:00,11:00-22:00,03-3599-1675,44,http://www.starbucks.co.jp/store/search/detail.php?id=1016
218,豊洲センタービル店,東京都江東区,07:00-21:00,07:00-21:00,08:00-20:00,08:00-20:00,03-5548-1458,34,http://www.starbucks.co.jp/store/search/detail.php?id=218
699,ららぽーと豊洲店,東京都江東区,10:00-21:00,10:00-21:00,10:00-22:00,10:00-22:00,03-6910-1336,36,http://www.starbucks.co.jp/store/search/detail.php?id=699
961,アクアシティお台場店,東京都港区,09:00-23:00,09:00-23:00,09:00-23:00,09:00-23:00,03-5564-2010,108,http://www.starbucks.co.jp/store/search/detail.php?id=961
175,アトレ亀戸店,東京都江東区,07:00-22:00,07:00-22:30,07:00-22:00,07:00-22:00,03-5609-1485,42,http://www.starbucks.co.jp/store/search/detail.php?id=175
958,アリオ北砂店,東京都江東区,10:00-22:00,10:00-22:00,10:00-22:00,10:00-22:00,03-5857-2421,46,http://www.starbucks.co.jp/store/search/detail.php?id=958
185,イオン南砂店,東京都江東区,08:00-23:00,08:00-23:00,08:00-23:00,08:00-23:00,03-5677-3769,78,http://www.starbucks.co.jp/store/search/detail.php?id=185
222,天王洲店,東京都品川区,07:00-22:00,07:00-22:00,07:00-21:00,07:00-21:00,03-5461-0652,50,http://www.starbucks.co.jp/store/search/detail.php?id=222
996,阪急大井町ガーデン店,東京都品川区,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,03-5709-7307,79,http://www.starbucks.co.jp/store/search/detail.php?id=996
525,東京急行大井町駅店,東京都品川区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-5746-0201,45,http://www.starbucks.co.jp/store/search/detail.php?id=525
316,アトレ目黒１店,東京都品川区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-6408-8482,35,http://www.starbucks.co.jp/store/search/detail.php?id=316
808,レミィ五反田店,東京都品川区,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,03-5795-4321,42,http://www.starbucks.co.jp/store/search/detail.php?id=808
24,西五反田店,東京都品川区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-5434-2219,78,http://www.starbucks.co.jp/store/search/detail.php?id=24
2041,TSUTAYA 大崎駅前店,東京都品川区,07:00-26:00,07:00-26:00,07:00-26:00,07:00-26:00,03-5434-6969,92,http://www.starbucks.co.jp/store/search/detail.php?id=2041
32,ゲートシティ大崎店,東京都品川区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-5496-3027,109,http://www.starbucks.co.jp/store/search/detail.php?id=32
901,アトレ大森店,東京都大田区,07:00-22:00,07:00-22:00,07:00-22:00,07:00-22:00,03-5767-9972,28,http://www.starbucks.co.jp/store/search/detail.php?id=901
2011,羽田空港第２ターミナル南ピア店,東京都大田区,06:00-20:00,06:00-20:00,06:00-20:00,06:00-20:00,03-6428-4943,4,http://www.starbucks.co.jp/store/search/detail.php?id=2011
2001,羽田空港第2ターミナル北ピア店,東京都大田区,06:00-20:00,06:00-20:00,06:00-20:00,06:00-20:00,03-6428-4937,6,http://www.starbucks.co.jp/store/search/detail.php?id=2001
735,羽田空港第1ターミナル　マーケットプレイス3階店,東京都大田区,06:30-20:00,06:30-20:00,06:30-20:00,06:30-20:00,03-5757-9088,46,http://www.starbucks.co.jp/store/search/detail.php?id=735
618,グランデュオ蒲田店,東京都大田区,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,03-5713-6310,38,http://www.starbucks.co.jp/store/search/detail.php?id=618
1046,表参道 神宮前4丁目店,東京都渋谷区,07:00-22:30,07:00-22:30,08:00-22:00,08:00-22:00,03-5772-7627,83,http://www.starbucks.co.jp/store/search/detail.php?id=1046
196,表参道B-SIDE店,東京都渋谷区,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,03-3797-6821,88,http://www.starbucks.co.jp/store/search/detail.php?id=196
1062,東急プラザ 表参道原宿店,東京都渋谷区,08:30-23:00,08:30-23:00,08:30-23:00,08:30-23:00,03-5414-5851,102,http://www.starbucks.co.jp/store/search/detail.php?id=1062
11,原宿店,東京都渋谷区,07:30-22:30,07:30-22:30,08:00-22:30,08:00-22:00,03-5413-0330,27,http://www.starbucks.co.jp/store/search/detail.php?id=11
886,神宮前6丁目店,東京都渋谷区,07:00-22:00,07:00-22:00,07:00-21:00,07:00-21:00,03-5766-5477,80,http://www.starbucks.co.jp/store/search/detail.php?id=886
873,明治神宮前メトロピア店,東京都渋谷区,07:00-22:00,07:00-22:00,08:00-22:00,08:00-22:00,03-6419-9311,21,http://www.starbucks.co.jp/store/search/detail.php?id=873
97,渋谷クロスタワー店,東京都渋谷区,07:00-20:00,07:00-20:00,10:00-19:00,11:00-18:00,03-3498-8139,53,http://www.starbucks.co.jp/store/search/detail.php?id=97
356,渋谷２丁目店,東京都渋谷区,07:00-22:00,07:00-22:30,07:00-22:30,07:00-22:00,03-3406-0180,32,http://www.starbucks.co.jp/store/search/detail.php?id=356
77,渋谷３丁目店,東京都渋谷区,07:00-22:00,07:00-22:00,07:30-22:00,07:30-21:00,03-5467-2005,67,http://www.starbucks.co.jp/store/search/detail.php?id=77
422,広尾店,東京都渋谷区,07:00-22:00,07:00-22:00,07:00-22:00,07:00-21:30,03-3473-8720,113,http://www.starbucks.co.jp/store/search/detail.php?id=422
552,アトレ恵比寿店,東京都渋谷区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-5475-8402,34,http://www.starbucks.co.jp/store/search/detail.php?id=552
125,恵比寿ユニオンビル店,東京都渋谷区,06:30-22:30,06:30-22:30,07:00-22:30,07:00-22:30,03-5722-5051,50,http://www.starbucks.co.jp/store/search/detail.php?id=125
2044,代官山 蔦屋書店,東京都渋谷区,07:00-26:00,07:00-26:00,07:00-26:00,07:00-26:00,03-3770-6363,100,http://www.starbucks.co.jp/store/search/detail.php?id=2044
488,渋谷ファイヤー通り店,東京都渋谷区,07:30-22:00,07:30-22:00,07:30-22:00,08:00-22:00,03-5728-6285,48,http://www.starbucks.co.jp/store/search/detail.php?id=488
114,渋谷公園通り店,東京都渋谷区,07:00-22:30,07:00-22:30,07:00-22:30,07:00-22:30,03-5458-2610,61,http://www.starbucks.co.jp/store/search/detail.php?id=114
2003,SHIBUYA TSUTAYA店,東京都渋谷区,06:30-28:00,06:30-28:00,06:30-28:00,06:30-28:00,03-3770-2301,99,http://www.starbucks.co.jp/store/search/detail.php?id=2003
435,渋谷オルガン坂店,東京都渋谷区,07:30-22:30,07:30-22:30,07:30-22:30,07:30-22:30,03-5459-7235,59,http://www.starbucks.co.jp/store/search/detail.php?id=435
9,渋谷文化村通り店,東京都渋谷区,07:00-28:45,07:00-28:45,07:00-28:45,07:00-28:45,03-5456-1950,77,http://www.starbucks.co.jp/store/search/detail.php?id=9
